PC1,PC2,name,kmeans_label,dbscan_label,agg_label
-4.747651716070866,-0.324836356681223,Sparky,3,-1,2
-1.3347537185614355,0.32484246695396624,shuga rush,2,-1,0
-1.8617783674094612,1.070271679398905,LITT!,2,0,1
-2.1891829325687797,0.7295223821245894,Confident / Feeling Cool,2,0,1
-1.768083515408483,0.43390736660942153,wanted you,3,-1,2
-2.8126077559462046,0.13732991889419138,Kasala,2,0,1
-2.4378174262353474,-1.9417561357267563,Pull Up,2,-1,1
-4.585867602549071,0.25001823079102625,take a break,2,-1,1
-2.4662050211286393,1.4825144201502982,Cash,3,-1,2
-5.7796012013498785,-1.0537185426382112,SATISFIED,2,-1,1
-4.094925507359796,-0.36458961012816143,Morocco,3,-1,2
-1.4114338687032526,0.30160038723180677,luv in a mosh,2,-1,0
-4.1762973788556055,-1.620001858882561,Raw Dinner,2,-1,1
-2.13650641019761,-0.715839957200051,Waka,2,-1,0
-2.167880981303031,-0.9762695579547978,Summer Time (feat. Tay Iwar),2,-1,1
-2.9769629260477806,-0.10408579987889409,Bite the Dust,2,0,1
-1.1060231590271985,-1.9436935640468362,City on Lights!,2,-1,0
-1.478629998694789,-0.1997171832520191,PDA!,2,-1,0
-1.335686073413411,0.8243004492675345,End Of The Wicked (feat. Octavian),2,-1,0
-4.796948305926162,-1.2493228235803049,Catching a Wav,2,-1,1
-1.5107714769770473,0.6253696635662628,hectic,2,0,1
-3.701600502266677,-1.2534045091862305,Whoa!,2,-1,1
-2.9267016278065987,-1.34475159199162,FLAVA,2,-1,0
-1.977495303241962,-0.9028201917017267,Alté Cruise,2,-1,1
-1.1878924591241442,0.4068142388053533,Classic,2,-1,0
-2.8187923179882253,-0.2193314428359659,I listen to you...,2,-1,1
-6.647592100698555,-0.5965470786501068,angel,2,-1,1
-1.3619825754844563,1.2074200247698548,Around,2,-1,0
-3.434505777246017,0.8670839723671212,SPACE,2,-1,1
-0.5498914695906323,1.7776924111027406,Alté,1,0,3
-2.1435899028056453,1.7530742087754414,Beginning,2,0,1
0.3876906771187489,0.022690430026143755,Aye,1,0,3
-0.6440189679600522,1.3682051450643948,Baby,1,0,3
0.7586122735049469,0.37371587702471515,Assurance,1,-1,0
0.7228798793494196,-0.6032147629727348,Yori Yori,0,-1,3
-0.9368717472910107,1.382583026384821,Nobody,2,-1,1
1.2374851040858221,-0.011183144862337775,Perfect Gentleman,1,0,3
-1.5726141059267742,0.9667599525010082,Case,2,0,1
-1.0103157415976403,0.2691776977902456,Adiepena,2,0,1
-1.2899776282172073,-0.03482536273907712,Nobody Fine Pass You,2,0,1
-2.2219358574404398,1.006353836861072,Duduke,2,0,1
-1.7768335548073158,0.9702740934238204,Mad over You,2,0,1
-0.7988277277534941,1.1126583923451687,Odo Remix (feat. Mayorkun & Davido),2,0,1
2.3987040361381884,0.8971940866527841,On Top Your Matter,1,0,3
1.7259364257289835,0.19407305281245346,Happy Day,1,0,3
0.9854440230327729,-0.19839244515537374,No One Like You,1,0,3
-0.9131536805319656,1.901631882925517,If,2,0,1
-0.47126679597461063,-3.3089664350499097,Walk With Me,0,-1,0
-1.4129987034362033,-0.9735144066276255,Amen,2,0,1
-1.0624835007410107,1.2010805981824673,Yanga,2,0,3
-2.3484754257699025,0.43606728962642904,Thunder,2,0,1
0.9821320495863515,-0.4138039920889533,All I Want Is You,1,0,0
1.4919192244043806,-0.8982317321613035,Pino Pino,0,0,3
-0.5454917536541172,-1.7726315347829318,Pana,0,-1,0
-0.9142623579203013,0.9335577684761124,Mama,1,0,3
-0.2686042258077864,0.751798324245483,Majesty,1,0,3
0.2189518819243331,1.341822199829553,4DAYZ,1,0,3
-0.38876953181840745,0.3489472813560985,FIA,2,0,1
1.6070391092793117,0.799043621284302,Kind Love,1,0,3
-0.8007857691992747,1.2440989776809497,Romantic (feat. Tiwa Savage),2,0,1
0.31166882373133653,-0.036571874365127904,Prayer,1,0,3
1.1908988818795343,-0.46068623193327873,Girl (feat. Wizkid),0,0,3
-0.8394133071484446,2.0279994149171583,Poko,2,0,1
-1.1926296073675804,0.45081944441486294,Panana,2,-1,1
-0.13622198364378957,-2.2351579845499057,Mi Na Bo Po,0,-1,0
-0.3180589254547905,1.530178999901474,All Over,2,0,1
0.6712462759480723,-0.21725115578846846,For Life,1,-1,0
-1.023803753411283,1.8368599005880333,Fall,2,0,1
-1.998801317925655,0.4010176260075837,Say,2,0,1
0.9657639108101967,1.3022916987046194,Woju (Remix),1,0,3
0.9506810535344286,-0.07160613655149632,Duro (Remix),1,0,3
0.11629037522512037,0.7229817338498736,Aje,1,0,3
-0.1067121298163788,1.4003518532343324,Easy (Jeje),1,0,1
1.202908238854495,0.014840897942422665,Applaudise,1,0,3
-0.9858350503921735,0.05489588021549036,Feeling (feat. Reekado Banks),2,0,1
0.5984818387772596,2.0533116841271593,"My Woman, My Everything (feat. Wandecoal)",1,0,1
1.3660064706441173,-0.041794211436005195,Collabo,0,-1,0
-1.273549574882584,0.7234950022959807,Give You Love,2,0,1
-0.1641171603374517,0.08323760098064106,Ohemaa,2,0,1
-3.882118911425633,-0.7345887791016328,Mon Bébé (feat. Flavour),2,-1,1
0.012329079078412408,1.4022583970340763,Tear Rubber,1,0,3
-0.11134208002880652,0.758201612558168,Kololo,1,0,1
0.29900303020207636,-0.11693630070479429,One and Only,1,0,3
0.9028700458382748,0.09082771494262189,Laye,1,0,3
1.1058152080136008,0.48404488887105507,Dada Omo,1,0,3
-0.741460696244777,0.5900921438146309,Only Girl,1,0,3
1.0167715496063625,-0.9624203417450611,Obianuju,0,0,3
0.9482052579658253,1.9107396012825122,Finally,1,0,1
1.5544299989174926,-0.8045763250883843,Ogadigide,0,-1,0
2.079404829419099,-0.8118501807579387,Ada Ada,0,-1,0
-0.467489752630011,-3.2107781493493532,Ololufe,0,-1,0
1.1003871219458183,0.6370187404857474,My Darling (feat. Don Jazzy),1,0,3
-0.6321055481221826,-1.0125826457043607,Yes/No,2,-1,1
1.7660906159591738,-1.6770340734058347,I Love U,0,-1,3
0.818464684520531,1.4360944188100204,Tere (feat. Diamond Platnumz),1,0,1
-0.09309279337190526,0.28180025792404956,Return,1,0,1
1.7513746789516769,-4.049965504999197,Iwotago (feat. Phyno),0,-1,0
0.20717957919878816,0.8145361039710587,Ire,1,0,3
0.7504023108750602,0.2263040993523064,Kedike,1,0,3
2.5982430384956605,-0.8671757497132621,Strong Ting,0,1,3
-2.5404018784875255,0.8402283752659575,Promise,2,0,1
-2.1795020651398316,-4.065761002991067,Oyi (Remix),0,-1,1
1.6483587209370434,-0.012000533177972918,Always (feat. Davido),1,0,3
1.4581289635235386,0.15883288913254084,Oruka,1,0,3
0.2791915026661098,0.487859884579779,Angela,1,2,0
0.8055513880042035,0.6111833431937903,Obimo,1,0,1
1.024089932744148,1.8944443248819922,Where,1,0,3
1.1418491131855177,0.34278115533245285,Mansa,1,0,3
-0.41226535736392145,0.18578555923434734,Pakurumo,2,-1,3
-1.227547860184595,1.4652356674975302,Marry,2,0,1
1.2532836411470751,-1.8517756473277545,Forever,0,-1,0
0.23703231170529684,0.2708359361146037,Ifunanya,1,0,3
-0.09792829160698178,1.306252173387483,Ariva,1,0,3
0.7490162515288596,-0.23258651383319798,I Gentle,1,0,3
1.3412080182372297,0.44872379986014505,Fine Lady,1,0,3
0.9993551074799414,-0.9867142391969409,Komole,0,0,3
0.77197493818866,0.8740458477460935,Dodo,1,0,3
0.7832105831435865,-0.1348341750155188,Today Today,1,0,3
2.077137101744257,0.16793775803997762,Duro,1,0,3
-0.5588776468345185,0.7137882628025621,Criteria,1,0,1
-0.07566705738412324,0.7458019341223996,Forever,1,0,3
-1.1250670441755986,0.29933401862675735,O Wa N'bę,2,0,1
-0.12301222502151361,0.6872418560790835,Ojoro,1,0,3
0.504451333301355,-0.6716573401846702,Lovinjitis,0,-1,3
0.7899940397938742,-1.1815095174418806,Made for You,0,-1,0
-0.39810472053055884,-1.325525689783544,Ololufe,0,-1,0
-1.124584188182383,1.0984414700549034,BE,2,0,1
-0.3209514461781591,1.6761363783062175,Chinelo,1,0,3
0.8625183896616109,0.17181720555055055,Chop My Money Remix,1,0,3
-0.8788500849943984,-0.8998703562522699,Woman,2,3,1
2.05169565098277,-0.9608501307571633,Facebook Love (feat. Jaywon),0,0,3
2.4996384019129687,-0.42372326990849957,Ashawo,0,1,3
2.9518119973490053,-0.4296001185788048,Ki Ni Big Deal,0,1,3
-2.301605091371421,-1.891995625449549,This Year (Odun Yi),2,-1,0
0.8982724589596971,-0.5221803969341171,Lefenuso,1,0,3
1.4121883325955888,0.566852108436524,Lori Le,1,0,3
1.7119235211069226,1.0163228326942222,Gongo Aso,1,0,3
0.9687114676977889,-3.3640407559260246,Street Credibility,0,-1,0
-0.9296060260848313,-0.35934104911379877,Who Born The Maja,1,-1,3
1.8632256631057935,1.4453558070241321,Kokoma,1,0,3
1.5889590363748312,-1.5034137110399786,Gbamu-Gbamu,0,-1,1
0.28488455992750206,-0.8059412202581606,Beautiful Onyinye,0,5,3
1.8763973763008772,-0.01676708511021268,Do Me,0,5,3
2.6815843013256333,-0.783130132662556,Booty Call,0,-1,1
1.2430563169734101,0.23020588699619415,1er Gaou - Version originale,1,0,3
0.3530464727845668,-1.418369283949301,My Car,0,-1,3
0.619108953700678,-2.455390534131938,See Me So,0,-1,0
0.8104540012445615,0.2317168450664689,Fi Mi Le,1,0,3
0.9048691683711658,-1.8818548800373516,Oleku (feat. Brymo),0,-1,1
0.9437368145433094,-0.5771679251630915,Ara,0,0,3
1.817943545852093,-0.0892445760382692,Pere,1,0,3
0.4421267420075857,-1.2331899758015288,Sound Track,0,-1,0
2.9185903109586473,-0.06802535901140429,Imagine That,0,1,3
0.834336143467321,-1.7221811484771745,Olufunmi,0,-1,0
-0.7346201906091754,-1.6531763052381527,Call My Name,0,-1,0
1.3494332286465307,-4.801948362418947,African Queen,0,-1,0
0.3458928188912932,-2.075928364289251,Nfana Ibaga (No Problem),0,-1,0
1.1399651790486092,-0.08452241030310433,kolomental,1,0,3
0.5307135105369113,-1.1876130238511984,Nigeria Jaga Jaga,0,-1,3
1.141663507897934,-0.3270686297042723,Mr. Lecturer,0,-1,3
0.7700411747717848,-2.1199181743575184,Live in Yankee,0,-1,3
0.5034888961279956,-1.1886391820428481,Jaga Jaga,0,-1,3
1.6732315200183043,0.027441250585900835,Oruka,1,0,3
2.006119974194339,1.012194311264316,Critical,1,0,3
0.6558680017719318,0.44738547306602394,Mo Gbono Feli Feli,1,0,3
2.2237683985708188,-0.5404279035581562,Pop Something Ft. D'banj,0,-1,3
1.0503676054609727,-2.3478875777683195,Tongolo,0,-1,3
0.19567462902734245,-1.817514471011474,Yahoozee,0,-1,3
-0.2839393541258251,0.5824296315976032,Over The Moon Ft. K-Switch,1,0,3
